timestamp,long_position,short_position,position_value,cumulative_pnl,equity
2025-09-01 00:00:00,0.0,0.0,0.0,0.0,10000.0
2025-09-01 00:03:00,0.0,0.0,0.0,0.0,10000.0
2025-09-01 00:06:00,0.0,0.0,0.0,0.0,10000.0
2025-09-01 00:09:00,0.0,0.0,0.0,0.0,10000.0
2025-09-01 00:12:00,0.0,0.0,0.0,0.0,10000.0
2025-09-01 00:15:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:18:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:21:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:24:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:27:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:30:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:33:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:36:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:39:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:42:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:45:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:48:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:51:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:54:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 00:57:00,9999.332764603481,10005.152404894026,-5.819640290545067,0.0,10000.0
2025-09-01 01:00:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:03:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:06:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:09:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:12:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:15:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:18:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:21:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:24:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:27:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:30:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:33:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:36:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:39:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:42:00,9995.885046825038,10001.608531444414,-5.7234846193750855,-2.1652676730505025,9997.83473232695
2025-09-01 01:45:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 01:48:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 01:51:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 01:54:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 01:57:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:00:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:03:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:06:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:09:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:12:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:15:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:18:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:21:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:24:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:27:00,9998.62270276512,10005.731597559894,-7.108894794773732,-4.423956327918312,9995.576043672081
2025-09-01 02:30:00,9996.630111807543,9.094947017729282e-13,9996.630111807543,-5.300041962700583,9994.6999580373
2025-09-01 02:33:00,9996.630111807543,9.094947017729282e-13,9996.630111807543,-5.300041962700583,9994.6999580373
2025-09-01 02:36:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:39:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:42:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:45:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:48:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:51:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:54:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 02:57:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 03:00:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 03:03:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 03:06:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 03:09:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 03:12:00,9996.630111807543,10004.818326852652,-8.188215045109246,-5.300041962700583,9994.6999580373
2025-09-01 03:15:00,9997.117445317495,10004.818326852652,-7.700881535156441,-22.09047634862215,9977.909523651379
